Customer_ID,Age,Gender,Nationality_Type,Loyalty_Member
CUST0704,26.0,Male,Expat,No
CUST0705,48.0,Male,UAE National,No
CUST0706,23.0,Male,Expat,No
CUST0707,24.0,Female,Expat,Yes
CUST0708,32.0,Male,Expat,No
CUST0709,43.0,Male,UAE National,No
CUST0710,36.0,Female,Expat,Yes
CUST0711,28.0,Female,Expat,Yes
CUST0712,18.0,Male,Expat,Yes
CUST0713,30.0,Female,UAE National,Yes
CUST0714,18.0,Female,Expat,Yes
CUST0715,30.0,Female,Expat,Yes
CUST0716,32.0,Male,Expat,Yes
CUST0717,40.0,Male,Expat,No
CUST0718,27.0,Female,Expat,Yes
CUST0719,25.0,Female,UAE National,No
CUST0720,30.0,Female,Expat,Yes
CUST0721,31.0,Female,Expat,No
CUST0722,40.0,Female,UAE National,Yes
CUST0723,20.0,Male,Expat,No
CUST0724,18.0,Male,UAE National,No
CUST0725,39.0,Female,Expat,No
CUST0726,27.0,Female,Expat,Yes
CUST0727,33.0,Male,Expat,No
CUST0728,27.0,Female,Expat,Yes
CUST0729,24.0,Female,Expat,No
CUST0730,29.0,Male,Expat,Yes
CUST0731,36.0,Female,Expat,No
CUST0732,30.0,Male,Expat,Yes
CUST0733,33.0,Female,Expat,No
CUST0734,38.0,Female,Expat,Yes
CUST0735,32.0,Male,UAE National,Yes
CUST0736,26.0,Female,Expat,No
CUST0737,53.0,Male,Expat,Yes
CUST0738,28.0,Male,Expat,No
CUST0739,38.0,Female,Expat,No
CUST0740,42.0,Female,Expat,No
CUST0741,24.0,Male,Expat,No
CUST0742,23.0,Female,Expat,No
CUST0743,18.0,Female,Expat,No
CUST0744,26.0,Female,Expat,No
CUST0745,24.0,Female,Expat,Yes
CUST0746,43.0,Male,Expat,Yes
CUST0747,24.0,Female,UAE National,Yes
CUST0748,28.0,Female,Expat,No
CUST0749,30.0,Female,Expat,Yes
CUST0750,26.0,Male,Expat,No
CUST0751,47.0,Male,Expat,Yes
CUST0752,28.0,Female,Expat,Yes
CUST0753,31.0,Female,Expat,Yes
CUST0754,35.0,Male,Expat,Yes
CUST0755,18.0,Female,Expat,No
CUST0756,29.0,Male,Expat,No
CUST0757,,Female,Expat,No
CUST0758,19.0,Female,Expat,Yes
CUST0759,20.0,Male,Expat,Yes
CUST0760,44.0,Female,Expat,No
CUST0761,34.0,Female,Expat,Yes
CUST0762,21.0,Female,Expat,No
CUST0763,25.0,Female,Expat,Yes
CUST0764,30.0,Male,Expat,No
CUST0765,23.0,Male,Expat,No
CUST0766,34.0,Female,UAE National,No
CUST0767,39.0,Male,Expat,Yes
CUST0768,31.0,Female,Expat,No
CUST0769,27.0,Male,Expat,No
CUST0770,34.0,Female,UAE National,No
CUST0771,46.0,Female,Expat,No
CUST0772,26.0,Male,Expat,No
CUST0773,,Male,UAE National,Yes
CUST0774,38.0,Female,Expat,No
CUST0775,34.0,Male,Expat,Yes
CUST0776,40.0,Male,Expat,Yes
CUST0777,33.0,Female,Expat,No
CUST0778,18.0,Male,Expat,No
CUST0779,41.0,Male,UAE National,No
CUST0780,29.0,Female,Expat,No
CUST0781,41.0,Female,Expat,No
CUST0782,30.0,Female,Expat,No
CUST0783,50.0,Female,Expat,No
CUST0784,33.0,Female,Expat,No
CUST0785,39.0,Male,Expat,Yes
CUST0786,40.0,Female,Expat,Yes
CUST0787,24.0,Male,Expat,No
CUST0788,26.0,Female,Expat,No
CUST0789,27.0,Male,Expat,Yes
CUST0790,38.0,Female,Expat,No
CUST0791,35.0,Female,Expat,No
CUST0792,27.0,Female,Expat,No
CUST0793,25.0,Female,Expat,No
CUST0794,33.0,Female,Expat,No
CUST0795,30.0,Male,Expat,Yes
CUST0796,27.0,Female,Expat,No
CUST0797,32.0,Male,Expat,Yes
CUST0798,36.0,Female,Expat,No
CUST0799,30.0,Female,Expat,Yes
CUST0800,32.0,Female,Expat,Yes
CUST0801,38.0,Female,Expat,No
CUST0802,26.0,Male,Expat,No
CUST0803,19.0,Male,Expat,No
CUST0804,30.0,Male,UAE National,No
CUST0805,25.0,Female,Expat,No
CUST0806,34.0,Male,Expat,No
CUST0807,26.0,Male,Expat,No
CUST0808,,Male,Expat,No
CUST0809,33.0,Female,Expat,No
CUST0810,22.0,Male,Expat,No
CUST0811,32.0,Female,Expat,No
CUST0812,34.0,Male,Expat,Yes
CUST0813,24.0,Male,Expat,Yes
CUST0814,26.0,Male,Expat,Yes
CUST0815,32.0,Male,Expat,Yes
CUST0816,25.0,Male,Expat,Yes
CUST0817,41.0,Male,Expat,Yes
CUST0818,40.0,Male,Expat,No
CUST0819,26.0,Female,Expat,No
CUST0820,31.0,Male,Expat,Yes
CUST0821,47.0,Female,Expat,No
CUST0822,36.0,Male,Expat,No
CUST0823,25.0,Male,UAE National,No
CUST0824,23.0,Female,UAE National,Yes
CUST0825,40.0,Female,Expat,No
CUST0826,35.0,Male,Expat,No
CUST0827,31.0,Female,Expat,No
CUST0828,20.0,Male,Expat,Yes
CUST0829,20.0,Female,Expat,No
CUST0830,28.0,Male,Expat,No
CUST0831,,Female,Expat,No
CUST0832,35.0,Male,Expat,No
CUST0833,26.0,Female,Expat,No
CUST0834,28.0,Female,Expat,Yes
CUST0835,44.0,Male,Expat,Yes
CUST0836,25.0,Male,UAE National,Yes
CUST0837,18.0,Male,Expat,No
CUST0838,,Female,Expat,Yes
CUST0839,32.0,Female,Expat,Yes
CUST0840,30.0,Female,Expat,No
CUST0841,18.0,Male,Expat,No
CUST0842,36.0,Female,Expat,No
CUST0843,31.0,Male,Expat,Yes
CUST0844,32.0,Female,Expat,No
CUST0845,44.0,Female,Expat,Yes
CUST0846,30.0,Female,Expat,Yes
CUST0847,33.0,Female,Expat,Yes
CUST0848,18.0,Male,Expat,Yes
CUST0849,34.0,Male,Expat,Yes
CUST0850,37.0,Female,Expat,No
CUST0851,37.0,Female,Expat,Yes
CUST0852,26.0,Female,Expat,No
CUST0853,25.0,Male,Expat,No
CUST0854,36.0,Male,Expat,Yes
CUST0855,32.0,Female,Expat,Yes
CUST0856,34.0,Male,Expat,No
CUST0857,24.0,Male,Expat,Yes
CUST0858,21.0,Male,Expat,No
CUST0859,44.0,Female,Expat,Yes
CUST0860,29.0,Male,UAE National,No
CUST0861,18.0,Female,Expat,Yes
CUST0862,23.0,Female,Expat,No
CUST0863,30.0,Female,Expat,Yes
CUST0864,27.0,Female,Expat,Yes
CUST0865,33.0,Male,Expat,No
CUST0866,27.0,Female,Expat,Yes
CUST0867,31.0,Female,Expat,Yes
CUST0868,35.0,Male,Expat,Yes
CUST0869,34.0,Male,UAE National,Yes
CUST0870,,Female,UAE National,No
CUST0871,32.0,Male,Expat,Yes
CUST0872,34.0,Male,Expat,No
CUST0873,33.0,Female,Expat,Yes
CUST0874,,Female,Expat,No
CUST0875,32.0,Male,UAE National,No
CUST0876,31.0,Female,Expat,No
CUST0877,22.0,Female,Expat,No
CUST0878,33.0,Female,Expat,No
CUST0879,22.0,Male,Expat,Yes
CUST0880,36.0,Female,Expat,Yes
CUST0881,30.0,Female,Expat,Yes
CUST0882,35.0,Male,Expat,Yes
CUST0883,37.0,Male,Expat,Yes
CUST0884,25.0,Female,Expat,Yes
CUST0885,34.0,Female,Expat,No
CUST0886,21.0,Male,UAE National,No
CUST0887,19.0,Female,UAE National,No
CUST0888,41.0,Male,Expat,Yes
CUST0889,27.0,Male,Expat,Yes
CUST0890,,Female,Expat,Yes
CUST0891,19.0,Male,Expat,Yes
CUST0892,32.0,Male,Expat,Yes
CUST0893,19.0,Male,UAE National,No
CUST0894,47.0,Male,Expat,No
CUST0895,38.0,Male,Expat,No
CUST0896,29.0,Male,UAE National,No
CUST0897,29.0,Male,Expat,Yes
CUST0898,18.0,Female,Expat,Yes
CUST0899,29.0,Female,Expat,Yes
CUST0900,35.0,Female,Expat,No
CUST0901,42.0,Male,Expat,No
CUST0902,29.0,Male,Expat,No
CUST0903,24.0,Female,Expat,No
CUST0904,35.0,Male,Expat,Yes
CUST0905,37.0,Female,Expat,Yes
CUST0906,18.0,Male,UAE National,Yes
CUST0907,23.0,Female,Expat,Yes
CUST0908,26.0,Female,Expat,No
CUST0909,41.0,Female,Expat,No
CUST0910,38.0,Female,Expat,Yes
CUST0911,38.0,Female,Expat,Yes
CUST0912,36.0,Male,Expat,No
CUST0913,43.0,Male,Expat,No
CUST0914,18.0,Male,Expat,No
CUST0915,35.0,Female,Expat,No
CUST0916,27.0,Male,UAE National,Yes
CUST0917,19.0,Female,Expat,No
CUST0918,38.0,Male,Expat,Yes
CUST0919,18.0,Female,Expat,No
CUST0920,33.0,Male,Expat,No
CUST0921,38.0,Female,Expat,No
CUST0922,31.0,Male,Expat,No
CUST0923,27.0,Male,Expat,Yes
CUST0924,36.0,Male,Expat,No
CUST0925,40.0,Female,UAE National,No
CUST0926,39.0,Male,UAE National,No
CUST0927,35.0,Male,Expat,No
CUST0928,27.0,Male,Expat,Yes
CUST0929,31.0,Female,Expat,Yes
CUST0930,35.0,Male,Expat,No
CUST0931,46.0,Male,Expat,No
CUST0932,32.0,Female,Expat,No
CUST0933,24.0,Female,Expat,No
CUST0934,29.0,Female,Expat,Yes
CUST0935,35.0,Female,Expat,No
CUST0936,38.0,Female,Expat,No
CUST0937,32.0,Female,Expat,Yes
CUST0938,26.0,Female,Expat,Yes
CUST0939,41.0,Male,Expat,No
CUST0940,25.0,Male,Expat,No
CUST0941,46.0,Male,Expat,Yes
CUST0942,26.0,Female,Expat,Yes
CUST0943,43.0,Male,UAE National,No
CUST0944,41.0,Female,Expat,No
CUST0945,29.0,Male,Expat,Yes
CUST0946,27.0,Female,Expat,No
CUST0947,21.0,Female,Expat,No
CUST0948,32.0,Female,Expat,No
CUST0949,26.0,Female,Expat,Yes
CUST0950,45.0,Female,Expat,Yes
CUST0951,18.0,Male,Expat,Yes
CUST0952,30.0,Male,Expat,No
CUST0953,31.0,Male,Expat,Yes
CUST0954,33.0,Female,Expat,No
CUST0955,41.0,Male,Expat,No
CUST0956,40.0,Male,Expat,Yes
CUST0957,,Female,Expat,No
CUST0958,30.0,Female,UAE National,No
CUST0959,34.0,Male,Expat,No
CUST0960,,Female,Expat,Yes
CUST0961,,Female,Expat,Yes
CUST0962,31.0,Female,Expat,No
CUST0963,,Female,Expat,No
CUST0964,35.0,Male,UAE National,Yes
CUST0965,25.0,Male,Expat,No
CUST0966,30.0,Male,UAE National,No
CUST0967,45.0,Female,Expat,Yes
CUST0968,28.0,Female,Expat,No
CUST0969,38.0,Male,Expat,Yes
CUST0970,24.0,Female,Expat,No
CUST0971,26.0,Male,Expat,Yes
CUST0972,25.0,Male,Expat,No
CUST0973,44.0,Male,Expat,Yes
CUST0974,39.0,Male,UAE National,No
CUST0975,20.0,Female,Expat,No
CUST0976,33.0,Female,Expat,No
CUST0977,30.0,Male,Expat,No
CUST0978,27.0,Male,Expat,No
CUST0979,38.0,Female,Expat,No
CUST0980,29.0,Female,Expat,No
CUST0981,38.0,Male,Expat,No
CUST0982,23.0,Male,Expat,No
CUST0983,28.0,Female,UAE National,Yes
CUST0984,18.0,Male,Expat,No
CUST0985,38.0,Female,Expat,Yes
CUST0986,31.0,Male,Expat,No
CUST0987,26.0,Female,Expat,Yes
CUST0988,,Male,Expat,Yes
CUST0989,28.0,Female,Expat,No
CUST0990,26.0,Female,Expat,Yes
CUST0991,34.0,Male,Expat,Yes
CUST0992,18.0,Female,Expat,Yes
CUST0993,36.0,Female,Expat,No
CUST0994,22.0,Male,Expat,No
CUST0995,21.0,Male,UAE National,No
CUST0996,40.0,Female,Expat,No
CUST0997,18.0,Female,Expat,No
CUST0998,33.0,Male,Expat,No
CUST0999,33.0,Female,Expat,No
CUST1000,24.0,Female,Expat,No
CUST1001,,Female,Expat,Yes
CUST1002,36.0,Female,Expat,Yes
CUST1003,32.0,Female,Expat,Yes
CUST1004,45.0,Female,Expat,Yes
CUST1005,29.0,Female,Expat,Yes
CUST1006,35.0,Female,Expat,Yes
CUST1007,20.0,Male,Expat,Yes
CUST1008,36.0,Male,Expat,Yes
CUST1009,32.0,Male,Expat,No
CUST1010,35.0,Female,Expat,No
CUST1011,40.0,Male,Expat,Yes
CUST1012,,Female,Expat,No
CUST1013,40.0,Female,UAE National,No
CUST1014,34.0,Male,Expat,Yes
CUST1015,24.0,Female,Expat,Yes
CUST1016,28.0,Female,Expat,No
CUST1017,21.0,Male,Expat,No
CUST1018,31.0,Male,Expat,No
CUST1019,25.0,Female,Expat,No
CUST1020,41.0,Male,Expat,No
CUST1021,33.0,Female,Expat,No
CUST1022,30.0,Male,Expat,Yes
CUST1023,43.0,Male,UAE National,No
CUST1024,30.0,Male,Expat,No
CUST1025,26.0,Female,UAE National,Yes
CUST1026,29.0,Male,Expat,No
CUST1027,39.0,Female,UAE National,Yes
CUST1028,30.0,Female,Expat,No
CUST1029,26.0,Male,Expat,No
CUST1030,23.0,Male,Expat,Yes
CUST1031,26.0,Female,Expat,Yes
CUST1032,46.0,Male,Expat,No
CUST1033,29.0,Male,Expat,Yes
CUST1034,30.0,Female,Expat,Yes
CUST1035,48.0,Female,Expat,No
CUST1036,43.0,Female,Expat,No
CUST1037,35.0,Female,Expat,No
CUST1038,40.0,Male,Expat,No
CUST1039,44.0,Male,Expat,Yes
CUST1040,34.0,Male,UAE National,No
CUST1041,33.0,Female,Expat,No
CUST1042,46.0,Female,UAE National,Yes
CUST1043,40.0,Male,Expat,No
CUST1044,26.0,Female,Expat,Yes
CUST1045,23.0,Female,Expat,No
CUST1046,21.0,Male,UAE National,Yes
CUST1047,32.0,Male,Expat,Yes
CUST1048,40.0,Male,Expat,Yes
CUST1049,36.0,Female,Expat,Yes
CUST1050,20.0,Male,UAE National,Yes
CUST1051,40.0,Female,Expat,No
CUST1052,19.0,Male,Expat,No
CUST1053,36.0,Female,Expat,No
CUST1054,24.0,Male,Expat,No
CUST1055,43.0,Male,Expat,Yes
CUST1056,29.0,Male,Expat,No
CUST1057,35.0,Female,Expat,No
CUST1058,37.0,Female,Expat,No
CUST1059,29.0,Female,Expat,No
CUST1060,26.0,Female,Expat,Yes
CUST1061,33.0,Male,UAE National,Yes
CUST1062,34.0,Male,Expat,No
CUST1063,34.0,Female,Expat,Yes
CUST1064,41.0,Male,Expat,No
CUST1065,27.0,Female,Expat,No
CUST1066,42.0,Female,Expat,Yes
CUST1067,37.0,Female,Expat,No
CUST1068,39.0,Male,Expat,No
CUST1069,34.0,Male,Expat,No
CUST1070,46.0,Female,Expat,Yes
CUST1071,28.0,Male,Expat,No
CUST1072,30.0,Male,UAE National,No
CUST1073,36.0,Female,Expat,No
CUST1074,40.0,Male,UAE National,No
CUST1075,36.0,Male,Expat,Yes
CUST1076,41.0,Female,Expat,Yes
CUST1077,41.0,Male,UAE National,Yes
CUST1078,40.0,Female,Expat,No
CUST1079,40.0,Female,Expat,Yes
CUST1080,22.0,Female,Expat,No
CUST1081,34.0,Female,Expat,No
CUST1082,,Male,Expat,Yes
CUST1083,,Female,Expat,No
CUST1084,38.0,Male,Expat,No
CUST1085,35.0,Male,UAE National,No
CUST1086,23.0,Male,Expat,No
CUST1087,29.0,Female,Expat,No
CUST1088,18.0,Male,Expat,Yes
CUST1089,40.0,Male,Expat,No
CUST1090,39.0,Female,Expat,No
CUST1091,34.0,Male,Expat,Yes
CUST1092,30.0,Female,UAE National,No
CUST1093,33.0,Male,Expat,No
CUST1094,34.0,Male,UAE National,No
CUST1095,32.0,Male,Expat,Yes
CUST1096,34.0,Male,Expat,No
CUST1097,34.0,Female,Expat,Yes
CUST1098,26.0,Female,Expat,No
CUST1099,26.0,Female,Expat,Yes
CUST1100,18.0,Female,Expat,No
CUST1101,28.0,Female,Expat,Yes
CUST1102,28.0,Female,Expat,Yes
CUST1103,27.0,Female,Expat,Yes
CUST1104,28.0,Male,Expat,Yes
CUST1105,34.0,Female,UAE National,Yes
CUST1106,18.0,Female,Expat,No
CUST1107,30.0,Female,Expat,Yes
CUST1108,22.0,Female,Expat,No
CUST1109,32.0,Male,Expat,No
CUST1110,18.0,Female,Expat,No
CUST1111,28.0,Male,Expat,No
CUST1112,36.0,Female,Expat,No
CUST1113,45.0,Male,Expat,No
CUST1114,41.0,Female,Expat,No
CUST1115,33.0,Female,UAE National,Yes
CUST1116,45.0,Female,Expat,No
CUST1117,31.0,Female,Expat,No
CUST1118,29.0,Female,Expat,Yes
CUST1119,40.0,Female,Expat,No
CUST1120,34.0,Female,Expat,No
CUST1121,21.0,Male,Expat,No
CUST1122,18.0,Male,Expat,No
CUST1123,38.0,Female,Expat,No
CUST1124,24.0,Female,Expat,Yes
CUST1125,26.0,Female,Expat,Yes
CUST1126,32.0,Female,UAE National,Yes
CUST1127,35.0,Male,Expat,No
CUST1128,32.0,Female,Expat,No
CUST1129,25.0,Female,Expat,Yes
CUST1130,26.0,Male,Expat,No
CUST1131,26.0,Female,Expat,Yes
CUST1132,34.0,Female,Expat,No
CUST1133,35.0,Male,Expat,Yes
CUST1134,26.0,Male,Expat,No
CUST1135,29.0,Female,UAE National,Yes
CUST1136,26.0,Male,Expat,No
CUST1137,26.0,Male,Expat,No
CUST1138,31.0,Male,Expat,No
CUST1139,22.0,Female,Expat,No
CUST1140,41.0,Female,Expat,Yes
CUST1141,29.0,Male,Expat,Yes
CUST1142,51.0,Male,Expat,No
CUST1143,33.0,Female,Expat,No
CUST1144,32.0,Male,Expat,No
CUST1145,27.0,Female,Expat,Yes
CUST1146,19.0,Female,Expat,Yes
CUST1147,29.0,Male,Expat,Yes
CUST1148,25.0,Female,Expat,Yes
CUST1149,27.0,Female,Expat,Yes
CUST1150,34.0,Male,Expat,Yes
CUST1151,28.0,Male,Expat,No
CUST1152,26.0,Female,UAE National,Yes
CUST1153,30.0,Female,Expat,No
CUST1154,26.0,Female,Expat,Yes
CUST1155,22.0,Female,UAE National,No
CUST1156,37.0,Male,UAE National,No
CUST1157,20.0,Female,Expat,No
CUST1158,34.0,Female,UAE National,Yes
CUST1159,36.0,Female,Expat,No
CUST1160,39.0,Male,Expat,No
CUST1161,40.0,Male,UAE National,Yes
CUST1162,31.0,Female,Expat,Yes
CUST1163,25.0,Female,Expat,No
CUST1164,28.0,Female,UAE National,No
CUST1165,22.0,Female,Expat,Yes
CUST1166,23.0,Female,Expat,No
CUST1167,34.0,Female,Expat,No
CUST1168,48.0,Male,Expat,No
CUST1169,29.0,Female,Expat,No
CUST1170,36.0,Male,UAE National,Yes
CUST1171,,Female,Expat,Yes
CUST1172,,Male,Expat,No
CUST1173,37.0,Male,Expat,No
CUST1174,29.0,Female,UAE National,No
CUST1175,36.0,Male,Expat,Yes
CUST1176,25.0,Female,Expat,No
CUST1177,18.0,Female,Expat,No
CUST1178,31.0,Female,Expat,Yes
CUST1179,18.0,Female,Expat,No
CUST1180,32.0,Male,Expat,No
CUST1181,23.0,Female,Expat,No
CUST1182,47.0,Male,Expat,No
CUST1183,38.0,Male,Expat,Yes
CUST1184,35.0,Male,Expat,Yes
CUST1185,36.0,Male,Expat,No
CUST1186,33.0,Male,Expat,No
CUST1187,26.0,Female,Expat,No
CUST1188,,Female,Expat,Yes
CUST1189,18.0,Female,Expat,No
CUST1190,36.0,Female,Expat,No
CUST1191,31.0,Female,Expat,Yes
CUST1192,35.0,Male,Expat,Yes
CUST1193,19.0,Female,Expat,No
CUST1194,30.0,Male,Expat,No
CUST1195,35.0,Male,Expat,No
CUST1196,35.0,Male,Expat,Yes
CUST1197,23.0,Male,Expat,Yes
CUST1198,26.0,Male,Expat,No
CUST1199,27.0,Male,Expat,No
CUST1200,21.0,Male,Expat,Yes
CUST1201,35.0,Female,Expat,Yes
CUST1202,30.0,Male,UAE National,No
CUST1203,31.0,Male,Expat,No
CUST1204,27.0,Female,Expat,No
CUST1205,45.0,Female,UAE National,Yes
CUST1206,35.0,Male,Expat,Yes
CUST1207,33.0,Male,Expat,Yes
CUST1208,35.0,Female,Expat,No
CUST1209,35.0,Male,Expat,No
CUST1210,35.0,Female,Expat,Yes
CUST1211,23.0,Male,Expat,No
CUST1212,18.0,Female,Expat,Yes
CUST1213,28.0,Male,Expat,No
CUST1214,29.0,Male,Expat,No
CUST1215,33.0,Male,Expat,Yes
CUST1216,40.0,Male,Expat,No
CUST1217,34.0,Female,UAE National,No
CUST1218,29.0,Female,UAE National,No
CUST1219,43.0,Male,Expat,No
CUST1220,27.0,Male,Expat,No
CUST1221,,Male,Expat,No
CUST1222,,Male,Expat,No
CUST1223,,Male,Expat,No
CUST1224,37.0,Female,Expat,Yes
CUST1225,30.0,Female,Expat,No
CUST1226,37.0,Female,Expat,Yes
CUST1227,18.0,Male,Expat,Yes
CUST1228,44.0,Female,Expat,Yes
CUST1229,26.0,Male,Expat,No
CUST1230,42.0,Male,UAE National,Yes
CUST1231,28.0,Female,UAE National,Yes
CUST1232,42.0,Male,Expat,Yes
CUST1233,40.0,Female,UAE National,Yes
CUST1234,26.0,Male,Expat,No
CUST1235,23.0,Male,Expat,Yes
CUST1236,43.0,Male,Expat,No
CUST1237,28.0,Male,Expat,Yes
CUST1238,22.0,Male,Expat,Yes
CUST1239,34.0,Male,Expat,No
CUST1240,29.0,Male,UAE National,No
CUST1241,27.0,Female,UAE National,No
CUST1242,32.0,Female,Expat,Yes
CUST1243,27.0,Male,Expat,No
CUST1244,26.0,Female,Expat,Yes
CUST1245,40.0,Male,Expat,Yes
CUST1246,18.0,Male,UAE National,No
CUST1247,34.0,Female,Expat,No
CUST1248,26.0,Male,Expat,No
CUST1249,32.0,Male,Expat,No
CUST1250,37.0,Female,Expat,No
CUST1251,27.0,Male,Expat,No
CUST1252,37.0,Female,Expat,Yes
CUST1253,25.0,Male,Expat,No
CUST1254,37.0,Male,Expat,Yes
CUST1255,,Male,Expat,No
CUST1256,18.0,Female,Expat,Yes
CUST1257,25.0,Male,Expat,No
CUST1258,21.0,Male,Expat,Yes
CUST1259,44.0,Female,Expat,Yes
CUST1260,25.0,Male,Expat,Yes
CUST1261,29.0,Female,UAE National,Yes
CUST1262,36.0,Male,Expat,Yes
CUST1263,36.0,Male,Expat,No
CUST1264,39.0,Male,Expat,Yes
CUST1265,43.0,Male,Expat,Yes
CUST1266,22.0,Male,Expat,No
CUST1267,36.0,Female,Expat,No
CUST1268,40.0,Female,UAE National,Yes
CUST1269,21.0,Female,Expat,No
CUST1270,,Male,Expat,No
CUST1271,46.0,Female,UAE National,Yes
CUST1272,39.0,Male,UAE National,No
CUST1273,36.0,Female,Expat,Yes
CUST1274,37.0,Male,Expat,Yes
CUST1275,26.0,Male,UAE National,Yes
CUST1276,28.0,Female,Expat,No
CUST1277,,Female,Expat,No
CUST1278,39.0,Male,Expat,No
CUST1279,39.0,Male,Expat,Yes
CUST1280,25.0,Female,Expat,Yes
CUST1281,25.0,Female,Expat,Yes
CUST1282,37.0,Male,Expat,No
CUST1283,29.0,Male,Expat,No
CUST1284,18.0,Male,Expat,No
CUST1285,30.0,Male,Expat,Yes
CUST1286,,Male,Expat,No
CUST1287,29.0,Female,Expat,Yes
CUST1288,33.0,Female,Expat,Yes
CUST1289,32.0,Male,UAE National,No
CUST1290,25.0,Male,Expat,Yes
CUST1291,32.0,Female,Expat,Yes
CUST1292,23.0,Male,UAE National,No
CUST1293,29.0,Male,Expat,No
CUST1294,32.0,Female,Expat,No
CUST1295,33.0,Female,Expat,No
CUST1296,37.0,Female,Expat,No
CUST1297,22.0,Female,Expat,Yes
CUST1298,41.0,Male,Expat,No
CUST1299,22.0,Male,Expat,Yes
CUST1300,25.0,Male,Expat,No
CUST1301,34.0,Female,Expat,No
CUST1302,21.0,Female,Expat,Yes
CUST1303,25.0,Male,Expat,No
CUST1304,36.0,Female,UAE National,Yes
CUST1305,54.0,Male,Expat,Yes
CUST1306,20.0,Female,Expat,Yes
CUST1307,27.0,Male,Expat,Yes
CUST1308,31.0,Female,Expat,No
CUST1309,34.0,Male,UAE National,No
CUST1310,27.0,Female,Expat,Yes
CUST1311,40.0,Female,Expat,No
CUST1312,25.0,Male,Expat,No
CUST1313,,Female,Expat,No
CUST1314,28.0,Male,Expat,No
CUST1315,31.0,Male,Expat,No
CUST1316,40.0,Male,Expat,Yes
CUST1317,28.0,Male,Expat,No
CUST1318,18.0,Male,Expat,Yes
CUST1319,52.0,Female,Expat,No
CUST1320,26.0,Male,Expat,Yes
CUST1321,41.0,Female,Expat,Yes
CUST1322,50.0,Male,Expat,No
CUST1323,,Male,Expat,No
CUST1324,25.0,Female,Expat,No
CUST1325,23.0,Male,UAE National,No
CUST1326,25.0,Female,Expat,No
CUST1327,42.0,Female,Expat,Yes
CUST1328,18.0,Female,Expat,No
CUST1329,38.0,Female,Expat,Yes
CUST1330,38.0,Female,Expat,Yes
CUST1331,40.0,Male,Expat,Yes
CUST1332,18.0,Male,Expat,No
CUST1333,22.0,Female,Expat,Yes
CUST1334,31.0,Male,Expat,Yes
CUST1335,34.0,Male,Expat,No
CUST1336,18.0,Female,Expat,No
CUST1337,26.0,Female,Expat,No
CUST1338,44.0,Female,Expat,No
CUST1339,23.0,Female,Expat,Yes
CUST1340,33.0,Male,Expat,No
CUST1341,36.0,Male,Expat,No
CUST1342,18.0,Female,Expat,Yes
CUST1343,43.0,Female,Expat,Yes
CUST1344,25.0,Female,Expat,Yes
CUST1345,37.0,Male,Expat,No
CUST1346,,Male,UAE National,No
CUST1347,,Female,Expat,No
CUST1348,32.0,Female,Expat,No
CUST1349,25.0,Male,Expat,Yes
CUST1350,30.0,Male,Expat,No
CUST1351,22.0,Male,Expat,No
CUST1352,41.0,Male,Expat,Yes
CUST1353,34.0,Male,Expat,No
CUST1354,26.0,Female,Expat,No
CUST1355,39.0,Male,Expat,No
CUST1356,36.0,Female,UAE National,Yes
CUST1357,25.0,Female,Expat,No
CUST1358,33.0,Male,Expat,No
CUST1359,35.0,Female,Expat,No
CUST1360,27.0,Male,Expat,Yes
CUST1361,38.0,Male,Expat,No
CUST1362,33.0,Female,Expat,No
CUST1363,27.0,Male,Expat,Yes
CUST1364,34.0,Male,Expat,Yes
CUST1365,41.0,Male,Expat,No
CUST1366,,Female,Expat,No
CUST1367,,Male,Expat,No
CUST1368,32.0,Female,Expat,No
CUST1369,36.0,Female,Expat,No
CUST1370,43.0,Male,Expat,No
CUST1371,36.0,Male,Expat,No
CUST1372,22.0,Female,Expat,Yes
CUST1373,30.0,Female,Expat,Yes
CUST1374,34.0,Female,Expat,No
CUST1375,18.0,Female,Expat,No
CUST1376,26.0,Male,Expat,Yes
CUST1377,32.0,Female,Expat,No
CUST1378,36.0,Female,UAE National,Yes
CUST1379,32.0,Male,Expat,Yes
CUST1380,48.0,Female,Expat,Yes
CUST1381,36.0,Male,UAE National,No
CUST1382,18.0,Female,Expat,Yes
CUST1383,32.0,Male,UAE National,No
CUST1384,29.0,Female,UAE National,No
CUST1385,23.0,Male,Expat,Yes
CUST1386,23.0,Female,Expat,No
CUST1387,46.0,Male,Expat,Yes
CUST1388,32.0,Male,Expat,No
CUST1389,36.0,Male,Expat,Yes
CUST1390,36.0,Male,Expat,No
CUST1391,40.0,Female,Expat,No
CUST1392,24.0,Male,Expat,No
CUST1393,21.0,Female,UAE National,Yes
CUST1394,28.0,Female,UAE National,Yes
CUST1395,36.0,Male,Expat,No
CUST1396,27.0,Male,Expat,No
CUST1397,40.0,Male,Expat,No
CUST1398,34.0,Female,Expat,Yes
CUST1399,34.0,Female,Expat,Yes
CUST1400,18.0,Female,Expat,No
CUST1401,40.0,Female,UAE National,Yes
CUST1402,23.0,Female,Expat,Yes
CUST1403,29.0,Male,UAE National,No
CUST1404,42.0,Male,UAE National,No
CUST1405,22.0,Male,Expat,Yes
CUST1406,22.0,Female,Expat,No
CUST1407,34.0,Male,Expat,No
